date	total_cases	new_cases	total_deaths	new_deaths	reproduction_rate	new_tests	total_tests	total_tests_per_thousand	new_tests_per_thousand	positive_rate	tests_per_case	total_vaccinations	people_vaccinated	people_fully_vaccinated	new_vaccinations	new_vaccinations_smoothed	total_vaccinations_per_hundred	people_vaccinated_per_hundred	people_fully_vaccinated_per_hundred	stringency_index	population
04.03.2020	1.0	1.0																		11.11	37846605.0
05.03.2020	1.0	0.0																		11.11	37846605.0
06.03.2020	5.0	4.0																		11.11	37846605.0
07.03.2020	5.0	0.0																		11.11	37846605.0
08.03.2020	11.0	6.0																		11.11	37846605.0
09.03.2020	16.0	5.0																		13.89	37846605.0
10.03.2020	22.0	6.0																		25.0	37846605.0
11.03.2020	31.0	9.0																		25.0	37846605.0
12.03.2020	49.0	18.0	1.0	1.0																41.67	37846605.0
13.03.2020	68.0	19.0	2.0	1.0																41.67	37846605.0
14.03.2020	103.0	35.0	3.0	1.0																49.07	37846605.0
15.03.2020	119.0	16.0	3.0	0.0	2.45															57.41	37846605.0
16.03.2020	177.0	58.0	4.0	1.0	2.5															57.41	37846605.0
17.03.2020	238.0	61.0	5.0	1.0	2.46															57.41	37846605.0
18.03.2020	251.0	13.0	5.0	0.0	2.4															57.41	37846605.0
19.03.2020	355.0	104.0	5.0	0.0	2.41															57.41	37846605.0
20.03.2020	425.0	70.0	5.0	0.0	2.35															57.41	37846605.0
21.03.2020	536.0	111.0	5.0	0.0	2.3															57.41	37846605.0
22.03.2020	634.0	98.0	7.0	2.0	2.23															57.41	37846605.0
23.03.2020	749.0	115.0	8.0	1.0	2.14															57.41	37846605.0
24.03.2020	901.0	152.0	10.0	2.0	2.1															57.41	37846605.0
25.03.2020	1051.0	150.0	14.0	4.0	2.04															57.41	37846605.0
26.03.2020	1221.0	170.0	16.0	2.0	1.94															57.41	37846605.0
27.03.2020	1389.0	168.0	16.0	0.0	1.89															57.41	37846605.0
28.03.2020	1638.0	249.0	18.0	2.0	1.87															57.41	37846605.0
29.03.2020	1862.0	224.0	22.0	4.0	1.81															57.41	37846605.0
30.03.2020	2055.0	193.0	31.0	9.0	1.75															57.41	37846605.0
31.03.2020	2311.0	256.0	33.0	2.0	1.73															81.48	37846605.0
01.04.2020	2554.0	243.0	43.0	10.0	1.72															81.48	37846605.0
02.04.2020	2946.0	392.0	57.0	14.0	1.7															81.48	37846605.0
03.04.2020	3383.0	437.0	71.0	14.0	1.65															81.48	37846605.0
04.04.2020	3627.0	244.0	79.0	8.0	1.57															81.48	37846605.0
05.04.2020	4102.0	475.0	94.0	15.0	1.53															81.48	37846605.0
06.04.2020	4413.0	311.0	107.0	13.0	1.46															81.48	37846605.0
07.04.2020	4848.0	435.0	129.0	22.0	1.4															81.48	37846605.0
08.04.2020	5205.0	357.0	159.0	30.0	1.32															81.48	37846605.0
09.04.2020	5575.0	370.0	174.0	15.0	1.24															83.33	37846605.0
10.04.2020	5955.0	380.0	181.0	7.0	1.19															83.33	37846605.0
11.04.2020	6356.0	401.0	208.0	27.0	1.15															83.33	37846605.0
12.04.2020	6674.0	318.0	232.0	24.0	1.09															83.33	37846605.0
13.04.2020	6934.0	260.0	245.0	13.0	1.07															83.33	37846605.0
14.04.2020	7202.0	268.0	263.0	18.0	1.07															83.33	37846605.0
15.04.2020	7582.0	380.0	286.0	23.0	1.09															83.33	37846605.0
16.04.2020	7918.0	336.0	314.0	28.0	1.09															83.33	37846605.0
17.04.2020	8379.0	461.0	332.0	18.0	1.11															83.33	37846605.0
18.04.2020	8742.0	363.0	347.0	15.0	1.1															83.33	37846605.0
19.04.2020	9287.0	545.0	360.0	13.0	1.09															83.33	37846605.0
20.04.2020	9593.0	306.0	380.0	20.0	1.04															83.33	37846605.0
21.04.2020	9856.0	263.0	401.0	21.0	1.0															83.33	37846605.0
22.04.2020	10169.0	313.0	426.0	25.0	0.98															83.33	37846605.0
23.04.2020	10511.0	342.0	454.0	28.0	0.99															83.33	37846605.0
24.04.2020	10892.0	381.0	494.0	40.0	0.99															83.33	37846605.0
25.04.2020	11273.0	381.0	524.0	30.0	0.99															83.33	37846605.0
26.04.2020	11617.0	344.0	535.0	11.0	0.97															83.33	37846605.0
27.04.2020	11902.0	285.0	562.0	27.0	0.96															83.33	37846605.0
28.04.2020	12218.0	316.0	596.0	34.0	0.95		281787.0	7.446												83.33	37846605.0
29.04.2020	12640.0	422.0	624.0	28.0	0.94	12802.0	294589.0	7.784	0.338											83.33	37846605.0
30.04.2020	12877.0	237.0	644.0	20.0	0.92	12509.0	307098.0	8.114	0.331											83.33	37846605.0
01.05.2020	13105.0	228.0	651.0	7.0	0.91	15651.0	322749.0	8.528	0.414											83.33	37846605.0
02.05.2020	13375.0	270.0	664.0	13.0	0.94	10613.0	333362.0	8.808	0.28											83.33	37846605.0
03.05.2020	13693.0	318.0	678.0	14.0	0.97	9382.0	342744.0	9.056	0.248											83.33	37846605.0
04.05.2020	14006.0	313.0	698.0	20.0	1.0	7304.0	350048.0	9.249	0.193											83.33	37846605.0
05.05.2020	14431.0	425.0	716.0	18.0	1.02	9642.0	359690.0	9.504	0.255	0.028	35.2									83.33	37846605.0
06.05.2020	14740.0	309.0	733.0	17.0	1.01	15004.0	374694.0	9.9	0.396	0.026	38.1									83.33	37846605.0
07.05.2020	15047.0	307.0	755.0	22.0	1.02	14382.0	389076.0	10.28	0.38	0.026	37.8									83.33	37846605.0
08.05.2020	15366.0	319.0	776.0	21.0	1.03	16206.0	405282.0	10.709	0.428	0.027	36.5									83.33	37846605.0
09.05.2020	15651.0	285.0	785.0	9.0	1.05	15886.0	421168.0	11.128	0.42	0.026	38.6									83.33	37846605.0
10.05.2020	15996.0	345.0	800.0	15.0	1.07	15473.0	436641.0	11.537	0.409	0.025	40.8									83.33	37846605.0
11.05.2020	16326.0	330.0	811.0	11.0	1.1	13613.0	450254.0	11.897	0.36	0.023	43.2									83.33	37846605.0
12.05.2020	16921.0	595.0	839.0	28.0	1.11	15722.0	465976.0	12.312	0.415	0.023	42.7									83.33	37846605.0
13.05.2020	17204.0	283.0	861.0	22.0	1.08	19193.0	485169.0	12.819	0.507	0.022	44.8									83.33	37846605.0
14.05.2020	17615.0	411.0	883.0	22.0	1.06	21564.0	506733.0	13.389	0.57	0.022	45.8									83.33	37846605.0
15.05.2020	18016.0	401.0	907.0	24.0	1.04	20162.0	526895.0	13.922	0.533	0.022	45.9									83.33	37846605.0
16.05.2020	18257.0	241.0	915.0	8.0	1.01	22897.0	549792.0	14.527	0.605	0.02	49.4									83.33	37846605.0
17.05.2020	18529.0	272.0	925.0	10.0	1.01	17263.0	567055.0	14.983	0.456	0.019	51.5									83.33	37846605.0
18.05.2020	18885.0	356.0	936.0	11.0	1.04	14416.0	581471.0	15.364	0.381	0.02	51.3									83.33	37846605.0
19.05.2020	19268.0	383.0	948.0	12.0	1.06	16254.0	597725.0	15.793	0.429	0.018	56.1									83.33	37846605.0
20.05.2020	19739.0	471.0	962.0	14.0	1.09	20242.0	617967.0	16.328	0.535	0.019	52.4									83.33	37846605.0
21.05.2020	20143.0	404.0	972.0	10.0	1.09	21556.0	639523.0	16.898	0.57	0.019	52.5									83.33	37846605.0
22.05.2020	20619.0	476.0	982.0	10.0	1.07	21277.0	660800.0	17.46	0.562	0.019	51.4									83.33	37846605.0
23.05.2020	20931.0	312.0	993.0	11.0	1.04	26280.0	687080.0	18.154	0.694	0.019	51.3									83.33	37846605.0
24.05.2020	21326.0	395.0	996.0	3.0	1.03	14889.0	701969.0	18.548	0.393	0.021	48.2									83.33	37846605.0
25.05.2020	21631.0	305.0	1007.0	11.0	1.01	10706.0	712675.0	18.831	0.283	0.021	47.8									79.63	37846605.0
26.05.2020	22074.0	443.0	1024.0	17.0	1.01	21026.0	733701.0	19.386	0.556	0.021	48.5									79.63	37846605.0
27.05.2020	22473.0	399.0	1028.0	4.0	1.0	19974.0	753675.0	19.914	0.528	0.02	49.6									79.63	37846605.0
28.05.2020	22825.0	352.0	1038.0	10.0	0.98	19950.0	773625.0	20.441	0.527	0.02	50.0									79.63	37846605.0
29.05.2020	23155.0	330.0	1051.0	13.0	0.96	24851.0	798476.0	21.098	0.657	0.018	54.3									79.63	37846605.0
30.05.2020	23571.0	416.0	1061.0	10.0	0.95	23335.0	821811.0	21.714	0.617	0.02	51.0									64.81	37846605.0
31.05.2020	23786.0	215.0	1064.0	3.0	0.93	14487.0	836298.0	22.097	0.383	0.018	54.6									64.81	37846605.0
01.06.2020	24165.0	379.0	1074.0	10.0	0.95	14119.0	850417.0	22.47	0.373	0.018	54.4									64.81	37846605.0
02.06.2020	24395.0	230.0	1092.0	18.0	0.96	12466.0	862883.0	22.799	0.329	0.018	55.7									53.7	37846605.0
03.06.2020	24687.0	292.0	1115.0	23.0	1.01	19024.0	881907.0	23.302	0.503	0.017	57.9									53.7	37846605.0
04.06.2020	25048.0	361.0	1117.0	2.0	1.07	21579.0	903486.0	23.872	0.57	0.017	58.4									53.7	37846605.0
05.06.2020	25410.0	362.0	1137.0	20.0	1.13	21410.0	924896.0	24.438	0.566	0.018	56.1									53.7	37846605.0
06.06.2020	25986.0	576.0	1153.0	16.0	1.19	20752.0	945648.0	24.986	0.548	0.02	51.3									53.7	37846605.0
07.06.2020	26561.0	575.0	1157.0	4.0	1.2	15664.0	961312.0	25.4	0.414	0.022	45.0									53.7	37846605.0
08.06.2020	27160.0	599.0	1166.0	9.0	1.16	12241.0	973553.0	25.724	0.323	0.024	41.1									53.7	37846605.0
09.06.2020	27560.0	400.0	1183.0	17.0	1.08	14798.0	988351.0	26.115	0.391	0.025	39.6									53.7	37846605.0
10.06.2020	27842.0	282.0	1206.0	23.0	1.02	19368.0	1007719.0	26.626	0.512	0.025	39.9									53.7	37846605.0
11.06.2020	28201.0	359.0	1215.0	9.0	1.0	16542.0	1024261.0	27.063	0.437	0.026	38.3									53.7	37846605.0
12.06.2020	28577.0	376.0	1222.0	7.0	0.99	19378.0	1043639.0	27.575	0.512	0.027	37.5									53.7	37846605.0
13.06.2020	29017.0	440.0	1237.0	15.0	0.99	15563.0	1059202.0	27.987	0.411	0.027	37.5									53.7	37846605.0
14.06.2020	29392.0	375.0	1247.0	10.0	0.98	17049.0	1076251.0	28.437	0.45	0.025	40.6									53.7	37846605.0
15.06.2020	29788.0	396.0	1256.0	9.0	0.98	10676.0	1086927.0	28.719	0.282	0.023	43.1									50.93	37846605.0
16.06.2020	30195.0	407.0	1272.0	16.0	0.98	16403.0	1103330.0	29.153	0.433	0.023	43.6									50.93	37846605.0
17.06.2020	30701.0	506.0	1286.0	14.0	0.96	22982.0	1126312.0	29.76	0.607	0.024	41.5									50.93	37846605.0
18.06.2020	31015.0	314.0	1316.0	30.0	0.91	20906.0	1147218.0	30.312	0.552	0.023	43.7									50.93	37846605.0
19.06.2020	31316.0	301.0	1334.0	18.0	0.88	23543.0	1170761.0	30.934	0.622	0.022	46.4									50.93	37846605.0
20.06.2020	31620.0	304.0	1346.0	12.0	0.86	19640.0	1190401.0	31.453	0.519	0.02	50.4									50.93	37846605.0
21.06.2020	31931.0	311.0	1356.0	10.0	0.86	18231.0	1208632.0	31.935	0.482	0.019	52.1									50.93	37846605.0
22.06.2020	32227.0	296.0	1359.0	3.0	0.86	11041.0	1219673.0	32.227	0.292	0.018	54.4									50.93	37846605.0
23.06.2020	32527.0	300.0	1375.0	16.0	0.86	18077.0	1237750.0	32.704	0.478	0.017	57.6									50.93	37846605.0
24.06.2020	32821.0	294.0	1396.0	21.0	0.85	19251.0	1257001.0	33.213	0.509	0.016	61.6									50.93	37846605.0
25.06.2020	33119.0	298.0	1412.0	16.0	0.85	21453.0	1278454.0	33.78	0.567	0.016	62.4									50.93	37846605.0
26.06.2020	33395.0	276.0	1429.0	17.0	0.86	18336.0	1296790.0	34.264	0.484	0.016	60.6									50.93	37846605.0
27.06.2020	33714.0	319.0	1435.0	6.0	0.86	19143.0	1315933.0	34.77	0.506	0.017	59.9									50.93	37846605.0
28.06.2020	33907.0	193.0	1438.0	3.0	0.87	14818.0	1330751.0	35.162	0.392	0.016	61.8									50.93	37846605.0
29.06.2020	34154.0	247.0	1444.0	6.0	0.9	7752.0	1338503.0	35.367	0.205	0.016	61.7									50.93	37846605.0
30.06.2020	34393.0	239.0	1463.0	19.0	0.93	17807.0	1356310.0	35.837	0.471	0.016	63.5									50.93	37846605.0
01.07.2020	34775.0	382.0	1477.0	14.0	0.96	21064.0	1377374.0	36.394	0.557	0.016	61.6									50.93	37846605.0
02.07.2020	35146.0	371.0	1492.0	15.0	0.97	18803.0	1396177.0	36.89	0.497	0.017	58.1									50.93	37846605.0
03.07.2020	35405.0	259.0	1507.0	15.0	0.95	23257.0	1419434.0	37.505	0.615	0.016	61.0									50.93	37846605.0
04.07.2020	35719.0	314.0	1512.0	5.0	0.93	18415.0	1437849.0	37.991	0.487	0.016	60.8									50.93	37846605.0
05.07.2020	35950.0	231.0	1517.0	5.0	0.92	14938.0	1452787.0	38.386	0.395	0.017	59.7									50.93	37846605.0
06.07.2020	36155.0	205.0	1521.0	4.0	0.92	12125.0	1464912.0	38.707	0.32	0.016	63.2									50.93	37846605.0
07.07.2020	36412.0	257.0	1528.0	7.0	0.94	16307.0	1481219.0	39.137	0.431	0.016	61.9									50.93	37846605.0
08.07.2020	36689.0	277.0	1542.0	14.0	0.95	29354.0	1510573.0	39.913	0.776	0.014	69.6									50.93	37846605.0
09.07.2020	36951.0	262.0	1551.0	9.0	0.97	18781.0	1529354.0	40.409	0.496	0.014	73.8									39.81	37846605.0
10.07.2020	37216.0	265.0	1562.0	11.0	1.0	19352.0	1548706.0	40.921	0.511	0.014	71.4									39.81	37846605.0
11.07.2020	37521.0	305.0	1568.0	6.0	1.04	32734.0	1581440.0	41.786	0.865	0.013	79.7									39.81	37846605.0
12.07.2020	37891.0	370.0	1571.0	3.0	1.07	13195.0	1594635.0	42.134	0.349	0.014	73.1									39.81	37846605.0
13.07.2020	38190.0	299.0	1576.0	5.0	1.07	10709.0	1605344.0	42.417	0.283	0.014	69.0									39.81	37846605.0
14.07.2020	38457.0	267.0	1588.0	12.0	1.06	16628.0	1621972.0	42.856	0.439	0.015	68.8									39.81	37846605.0
15.07.2020	38721.0	264.0	1594.0	6.0	1.06	19918.0	1641890.0	43.383	0.526	0.015	64.6									39.81	37846605.0
16.07.2020	39054.0	333.0	1605.0	11.0	1.08	20016.0	1661906.0	43.912	0.529	0.016	63.0									39.81	37846605.0
17.07.2020	39407.0	353.0	1612.0	7.0	1.1	20567.0	1682473.0	44.455	0.543	0.016	61.1									39.81	37846605.0
18.07.2020	39746.0	339.0	1618.0	6.0	1.12	18927.0	1701400.0	44.955	0.5	0.019	53.9									39.81	37846605.0
19.07.2020	40104.0	358.0	1624.0	6.0	1.14	13956.0	1715356.0	45.324	0.369	0.018	54.6									39.81	37846605.0
20.07.2020	40383.0	279.0	1627.0	3.0	1.17	10091.0	1725447.0	45.591	0.267	0.018	54.8									39.81	37846605.0
21.07.2020	40782.0	399.0	1636.0	9.0	1.19	16162.0	1741609.0	46.018	0.427	0.019	51.5									39.81	37846605.0
22.07.2020	41162.0	380.0	1642.0	6.0	1.21	19656.0	1761265.0	46.537	0.519	0.02	48.9									39.81	37846605.0
23.07.2020	41580.0	418.0	1651.0	9.0	1.22	20985.0	1782250.0	47.091	0.554	0.021	47.6									39.81	37846605.0
24.07.2020	42038.0	458.0	1655.0	4.0	1.24	18098.0	1800348.0	47.57	0.478	0.022	44.8									39.81	37846605.0
25.07.2020	42622.0	584.0	1664.0	9.0	1.26	20010.0	1820358.0	48.098	0.529	0.024	41.4									39.81	37846605.0
26.07.2020	43065.0	443.0	1671.0	7.0	1.25					0.025	40.1									39.81	37846605.0
27.07.2020	43402.0	337.0	1676.0	5.0	1.25		1847663.0	48.82		0.025	40.5									39.81	37846605.0
28.07.2020	43904.0	502.0	1682.0	6.0	1.26	16440.0	1864103.0	49.254	0.434	0.025	39.2									39.81	37846605.0
29.07.2020	44416.0	512.0	1694.0	12.0	1.27	22969.0	1887072.0	49.861	0.607	0.026	38.7									39.81	37846605.0
30.07.2020	45031.0	615.0	1709.0	15.0	1.28	22108.0	1909180.0	50.445	0.584	0.027	36.8									39.81	37846605.0
31.07.2020	45688.0	657.0	1716.0	7.0	1.27	22394.0	1931574.0	51.037	0.592	0.028	36.0									39.81	37846605.0
01.08.2020	46346.0	658.0	1721.0	5.0	1.26	21262.0	1952836.0	51.599	0.562	0.028	35.6									39.81	37846605.0
02.08.2020	46894.0	548.0	1731.0	10.0	1.26	16734.0	1969570.0	52.041	0.442	0.028	35.4									39.81	37846605.0
03.08.2020	47469.0	575.0	1732.0	1.0	1.26	11071.0	1980641.0	52.333	0.293	0.031	32.7									39.81	37846605.0
04.08.2020	48149.0	680.0	1738.0	6.0	1.25	18888.0	1999529.0	52.832	0.499	0.031	31.9									39.81	37846605.0
05.08.2020	48789.0	640.0	1756.0	18.0	1.23	28422.0	2027951.0	53.583	0.751	0.031	32.2									39.81	37846605.0
06.08.2020	49515.0	726.0	1774.0	18.0	1.21	21278.0	2049229.0	54.146	0.562	0.032	31.2									39.81	37846605.0
07.08.2020	50324.0	809.0	1787.0	13.0	1.2	25244.0	2074473.0	54.813	0.667	0.032	30.8									39.81	37846605.0
08.08.2020	51167.0	843.0	1800.0	13.0	1.18	28307.0	2102780.0	55.561	0.748	0.032	31.1									39.81	37846605.0
09.08.2020	51791.0	624.0	1807.0	7.0	1.15	20842.0	2123622.0	56.111	0.551	0.032	31.5									39.81	37846605.0
10.08.2020	52410.0	619.0	1809.0	2.0	1.13	14399.0	2138021.0	56.492	0.38	0.031	31.9									39.81	37846605.0
11.08.2020	52961.0	551.0	1821.0	12.0	1.11	20511.0	2158532.0	57.034	0.542	0.03	33.0									39.81	37846605.0
12.08.2020	53676.0	715.0	1830.0	9.0	1.1	23495.0	2182027.0	57.654	0.621	0.032	31.5									39.81	37846605.0
13.08.2020	54487.0	811.0	1844.0	14.0	1.09	25177.0	2207204.0	58.32	0.665	0.031	31.8									39.81	37846605.0
14.08.2020	55319.0	832.0	1858.0	14.0	1.07	25792.0	2232996.0	59.001	0.681	0.032	31.7									39.81	37846605.0
15.08.2020	56090.0	771.0	1869.0	11.0	1.06	23730.0	2256726.0	59.628	0.627	0.032	31.3									39.81	37846605.0
16.08.2020	56684.0	594.0	1877.0	8.0	1.05	16004.0	2272730.0	60.051	0.423	0.033	30.5									39.81	37846605.0
17.08.2020	57279.0	595.0	1885.0	8.0	1.05	12778.0	2285508.0	60.389	0.338	0.033	30.3									39.81	37846605.0
18.08.2020	57876.0	597.0	1896.0	11.0	1.05	19884.0	2305392.0	60.914	0.525	0.033	29.9									39.81	37846605.0
19.08.2020	58611.0	735.0	1913.0	17.0	1.05	27734.0	2333126.0	61.647	0.733	0.033	30.6									39.81	37846605.0
20.08.2020	59378.0	767.0	1925.0	12.0	1.05	24646.0	2357772.0	62.298	0.651	0.032	30.8									39.81	37846605.0
21.08.2020	60281.0	903.0	1938.0	13.0	1.05	28666.0	2386438.0	63.056	0.757	0.032	30.9									39.81	37846605.0
22.08.2020	61181.0	900.0	1951.0	13.0	1.05	24793.0	2411231.0	63.711	0.655	0.033	30.3									39.81	37846605.0
23.08.2020	61762.0	581.0	1955.0	4.0	1.04	18983.0	2430214.0	64.212	0.502	0.032	31.0									39.81	37846605.0
24.08.2020	62310.0	548.0	1960.0	5.0	1.03	15332.0	2445546.0	64.617	0.405	0.031	31.8									39.81	37846605.0
25.08.2020	63073.0	763.0	1977.0	17.0	1.03	21982.0	2467528.0	65.198	0.581	0.032	31.2									39.81	37846605.0
26.08.2020	63802.0	729.0	1994.0	17.0	1.02	28311.0	2495839.0	65.946	0.748	0.032	31.3									39.81	37846605.0
27.08.2020	64689.0	887.0	2010.0	16.0	1.0	27110.0	2522949.0	66.662	0.716	0.032	31.1									39.81	37846605.0
28.08.2020	65480.0	791.0	2018.0	8.0	0.97	24782.0	2547731.0	67.317	0.655	0.032	31.0									39.81	37846605.0
29.08.2020	66239.0	759.0	2032.0	14.0	0.95	21075.0	2568806.0	67.874	0.557	0.032	31.2									39.81	37846605.0
30.08.2020	66870.0	631.0	2033.0	1.0	0.94	18753.0	2587559.0	68.37	0.496	0.032	30.8									39.81	37846605.0
31.08.2020	67372.0	502.0	2039.0	6.0	0.92	12010.0	2599569.0	68.687	0.317	0.033	30.4									39.81	37846605.0
01.09.2020	67922.0	550.0	2058.0	19.0	0.89	28703.0	2628272.0	69.445	0.758	0.03	33.1									36.11	37846605.0
02.09.2020	68517.0	595.0	2078.0	20.0	0.87	24354.0	2652626.0	70.089	0.643	0.03	33.3									36.11	37846605.0
03.09.2020	69129.0	612.0	2092.0	14.0	0.85	23972.0	2676598.0	70.722	0.633	0.029	34.6									36.11	37846605.0
04.09.2020	69820.0	691.0	2100.0	8.0	0.84	21745.0	2698343.0	71.297	0.575	0.029	34.7									36.11	37846605.0
05.09.2020	70387.0	567.0	2113.0	13.0	0.83	24819.0	2723162.0	71.953	0.656	0.027	37.2									36.11	37846605.0
06.09.2020	70824.0	437.0	2120.0	7.0	0.83	18226.0	2741388.0	72.434	0.482	0.026	38.9									36.11	37846605.0
07.09.2020	71126.0	302.0	2124.0	4.0	0.83	10025.0	2751413.0	72.699	0.265	0.025	40.4									36.11	37846605.0
08.09.2020	71526.0	400.0	2136.0	12.0	0.84	18195.0	2769608.0	73.18	0.481	0.025	39.2									36.11	37846605.0
09.09.2020	71947.0	421.0	2147.0	11.0	0.87	22779.0	2792387.0	73.782	0.602	0.025	40.7									36.11	37846605.0
10.09.2020	72453.0	506.0	2159.0	12.0	0.89	18014.0	2810401.0	74.258	0.476	0.025	40.3									36.11	37846605.0
11.09.2020	73047.0	594.0	2169.0	10.0	0.94	18715.0	2829116.0	74.752	0.494	0.025	40.5									36.11	37846605.0
12.09.2020	73650.0	603.0	2182.0	13.0	0.98	20291.0	2849407.0	75.288	0.536	0.026	38.7									36.11	37846605.0
13.09.2020	74152.0	502.0	2188.0	6.0	1.03	14159.0	2863566.0	75.662	0.374	0.027	36.7									36.11	37846605.0
14.09.2020	74529.0	377.0	2203.0	15.0	1.09	12109.0	2875675.0	75.982	0.32	0.027	36.5									36.11	37846605.0
15.09.2020	75134.0	605.0	2227.0	24.0	1.15	17925.0	2893600.0	76.456	0.474	0.029	34.4									36.11	37846605.0
16.09.2020	75734.0	600.0	2237.0	10.0	1.19	21367.0	2914967.0	77.021	0.565	0.031	32.4									36.11	37846605.0
17.09.2020	76571.0	837.0	2253.0	16.0	1.23	21873.0	2936840.0	77.599	0.578	0.033	30.7									36.11	37846605.0
18.09.2020	77328.0	757.0	2270.0	17.0	1.26	20190.0	2957030.0	78.132	0.533	0.033	29.9									23.15	37846605.0
19.09.2020	78330.0	1002.0	2282.0	12.0	1.31	19497.0	2976527.0	78.647	0.515	0.037	27.2									23.15	37846605.0
20.09.2020	79240.0	910.0	2293.0	11.0	1.34	18604.0	2995131.0	79.139	0.492	0.039	25.9									23.15	37846605.0
21.09.2020	79988.0	748.0	2298.0	5.0	1.35	11842.0	3006973.0	79.452	0.313	0.042	24.1									23.15	37846605.0
22.09.2020	80699.0	711.0	2316.0	18.0	1.36	20145.0	3027118.0	79.984	0.532	0.042	24.0									23.15	37846605.0
23.09.2020	81673.0	974.0	2344.0	28.0	1.39	21230.0	3048348.0	80.545	0.561	0.045	22.5									23.15	37846605.0
24.09.2020	82809.0	1136.0	2369.0	25.0	1.42	23370.0	3071718.0	81.162	0.617	0.046	21.6									23.15	37846605.0
25.09.2020	84396.0	1587.0	2392.0	23.0	1.46	23655.0	3095373.0	81.787	0.625	0.051	19.6									23.15	37846605.0
26.09.2020	85980.0	1584.0	2424.0	32.0	1.48	22394.0	3117767.0	82.379	0.592	0.054	18.5									23.15	37846605.0
27.09.2020	87330.0	1350.0	2432.0	8.0	1.48	18530.0	3136297.0	82.869	0.49	0.057	17.4									23.15	37846605.0
28.09.2020	88636.0	1306.0	2447.0	15.0	1.48	12904.0	3149201.0	83.21	0.341	0.061	16.4									23.15	37846605.0
29.09.2020	89962.0	1326.0	2483.0	36.0	1.47	22361.0	3171562.0	83.8	0.591	0.064	15.6									23.15	37846605.0
30.09.2020	91514.0	1552.0	2513.0	30.0	1.47	26074.0	3197636.0	84.489	0.689	0.066	15.2									23.15	37846605.0
01.10.2020	93481.0	1967.0	2543.0	30.0	1.48	28959.0	3226595.0	85.255	0.765	0.069	14.5									23.15	37846605.0
02.10.2020	95773.0	2292.0	2570.0	27.0	1.49	26500.0	3253095.0	85.955	0.7	0.072	13.9									23.15	37846605.0
03.10.2020	98140.0	2367.0	2604.0	34.0	1.51	29446.0	3282541.0	86.733	0.778	0.074	13.6									23.15	37846605.0
04.10.2020	100074.0	1934.0	2630.0	26.0	1.53	25254.0	3307795.0	87.4	0.667	0.074	13.5									23.15	37846605.0
05.10.2020	102080.0	2006.0	2659.0	29.0	1.57	17718.0	3325513.0	87.868	0.468	0.076	13.1									23.15	37846605.0
06.10.2020	104316.0	2236.0	2717.0	58.0	1.61	23296.0	3348809.0	88.484	0.616	0.081	12.3									23.15	37846605.0
07.10.2020	107319.0	3003.0	2792.0	75.0	1.66	32418.0	3381227.0	89.34	0.857	0.086	11.6									23.15	37846605.0
08.10.2020	111599.0	4280.0	2867.0	75.0	1.7	42748.0	3423975.0	90.47	1.13	0.092	10.9									23.15	37846605.0
09.10.2020	116338.0	4739.0	2919.0	52.0	1.72	31036.0	3455011.0	91.29	0.82	0.102	9.8									23.15	37846605.0
10.10.2020	121638.0	5300.0	2972.0	53.0	1.72	35959.0	3490970.0	92.24	0.95	0.113	8.9									37.04	37846605.0
11.10.2020	125816.0	4178.0	3004.0	32.0	1.7	30287.0	3521257.0	93.04	0.8	0.121	8.3									37.04	37846605.0
12.10.2020	130210.0	4394.0	3039.0	35.0	1.7	24229.0	3545486.0	93.68	0.64	0.128	7.8									37.04	37846605.0
13.10.2020	135278.0	5068.0	3101.0	62.0	1.69	32381.0	3577867.0	94.536	0.856	0.135	7.4									37.04	37846605.0
14.10.2020	141804.0	6526.0	3217.0	116.0	1.68	42705.0	3620572.0	95.664	1.128	0.144	6.9									37.04	37846605.0
15.10.2020	149903.0	8099.0	3308.0	91.0	1.67	62215.0	3682787.0	97.308	1.644	0.148	6.8									37.04	37846605.0
16.10.2020	157608.0	7705.0	3440.0	132.0	1.65	49400.0	3732187.0	98.614	1.305	0.149	6.7									37.04	37846605.0
17.10.2020	167230.0	9622.0	3524.0	84.0	1.64	47604.0	3779791.0	99.871	1.258	0.158	6.3									32.87	37846605.0
18.10.2020	175766.0	8536.0	3573.0	49.0	1.62	34873.0	3814664.0	100.793	0.921	0.17	5.9									32.87	37846605.0
19.10.2020	183248.0	7482.0	3614.0	41.0	1.59	35484.0	3850148.0	101.73	0.938	0.174	5.7									34.72	37846605.0
20.10.2020	192539.0	9291.0	3721.0	107.0	1.56	39799.0	3889947.0	102.782	1.052	0.183	5.5									34.72	37846605.0
21.10.2020	202579.0	10040.0	3851.0	130.0	1.53	58085.0	3948032.0	104.317	1.535	0.186	5.4									34.72	37846605.0
22.10.2020	214686.0	12107.0	4019.0	168.0	1.52	48713.0	3996745.0	105.604	1.287	0.206	4.8									34.72	37846605.0
23.10.2020	228318.0	13632.0	4172.0	153.0	1.51	59810.0	4056555.0	107.184	1.58	0.218	4.6									34.72	37846605.0
24.10.2020	241946.0	13628.0	4351.0	179.0	1.5	53920.0	4110475.0	108.609	1.425	0.226	4.4									71.3	37846605.0
25.10.2020	253688.0	11742.0	4438.0	87.0	1.49	52630.0	4163105.0	109.999	1.391	0.224	4.5									71.3	37846605.0
